"Y","E1","E2","E3","E4","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20"
222.176268480682,6.09255813295022,10.4759258334525,14.9486754834652,7.71251101745293,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
271.194687120116,6.95460510673001,10.5667707929388,8.80357790272683,12.8412951761857,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
277.196987511559,8.55830875458196,6.01278620772064,9.15169820655137,13.7885139300488,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
258.288831609441,13.7208719854243,7.00109503464773,7.05081383930519,11.7573555372655,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
235.071172547667,14.0996567555703,9.93859042646363,9.9704980966635,6.84185971738771,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1
119.430064870224,9.38267564633861,9.14093911414966,5.54206692380831,7.31771939899772,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
188.063491756415,10.6133077456616,10.7541147223674,5.52063227631152,5.79996921587735,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0
293.989867385911,5.41450668126345,14.3228546227328,12.046112450771,5.89423293014988,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
360.130282933508,12.2133807931095,13.4471546765417,11.8034146353602,9.21887487405911,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0
154.17574814818,10.4284841893241,7.07847883692011,7.29964803671464,8.65660498384386,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0
347.954921541172,9.32360786246136,13.7528674839996,13.640095286537,7.79529020888731,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0
176.562592601611,12.1713218977675,9.94341054931283,11.2572028976865,6.10781683120877,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
193.855732728199,13.6131197842769,11.2789164041169,8.85366029804572,6.5748311788775,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
303.444030100603,12.5708891474642,12.5136084971018,12.7952732774429,7.64701621839777,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0
221.589512277893,7.41256886161864,14.768223662395,8.55622334871441,6.54325673589483,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
308.402776186842,8.8003591937013,12.9661016562022,13.2497634924948,12.1231149486266,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0
291.192140702679,6.08645633095875,8.72604232281446,5.22385835181922,13.7292780540884,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0
158.463957684386,11.2594530265778,7.78714940650389,11.5682585979812,5.24984027259052,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0
305.346044965028,14.4761701114476,6.72981375828385,12.8111765859649,9.28771888371557,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
212.899350489087,9.38085177680477,10.5023915623315,7.27555946679786,8.05252282647416,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
316.378012685499,10.1771785132587,8.36520082550123,7.69256068859249,13.8371781259775,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
320.289102162321,5.08615359198302,10.3042338578962,13.4918046719395,8.53018198395148,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
162.168511255636,8.71357327559963,8.90678295632824,7.66138991340995,5.18875502282754,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
338.816865585728,5.24931730702519,12.8999119997025,8.41390242334455,13.7079016095959,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0
285.360998916314,13.7765726167709,5.86795727489516,11.1301550967619,7.04501536907628,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
206.34190664232,5.3520709532313,10.0191112351604,7.87546730833128,9.02087197406217,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0
225.289076751266,5.75295138405636,5.14600859023631,7.39528301171958,12.2128589684144,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1
361.229773817122,12.0758058154024,7.01019510161132,9.68838109867647,8.64869295852259,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
417.917768553475,6.47105094743893,14.4565009931102,11.670145993121,12.811681847088,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
113.755593971222,10.7120266882703,13.6802733549848,6.47185638314113,7.85030476050451,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
272.349104812815,5.98336978582665,6.52722963597625,9.41572622163221,11.1780929332599,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0
234.590007202547,9.61860981071368,5.11889881687239,10.9458972024731,5.80435566836968,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1
210.117356167155,11.36518858606,6.48119481513277,5.71957102045417,5.59504116652533,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0
70.3059403437637,13.2284728973173,6.18210037704557,7.98293645493686,5.71035046363249,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
226.542240387501,14.0481841028668,11.0914361500181,6.67437352938578,6.55071260174736,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
296.390198750762,13.7278563110158,10.165936127305,10.2359778480604,8.73254557140172,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1
253.465702596917,11.1188618745655,9.37796708196402,7.0091637945734,9.57288931589574,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
399.451073398051,14.044155003503,7.38928443519399,12.764585306868,12.8785569570027,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
312.170803796697,10.568800503388,14.119694691617,10.1210029725917,10.4900554264896,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1
246.395618751041,9.25222943304107,11.2792851845734,7.59505979483947,11.6883222339675,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0
316.963163552147,14.0159973781556,5.16525679035112,9.93175297044218,10.8073517330922,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1
266.015217562611,6.22942618560046,9.87342732027173,6.33953467011452,9.81391043169424,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1
351.498838587515,14.6919418009929,13.5652303462848,8.96109706023708,13.9854494691826,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
333.998060167425,8.61646793782711,9.94890379486606,7.13255360256881,14.1124264616519,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
292.888609171774,14.1347545897588,9.43323099054396,11.5295448177494,8.85314483894035,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
227.86613666594,13.4964017919265,13.6237105261534,6.80470765102655,9.36910054879263,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0
59.6877621625259,9.04689652845263,11.2346798018552,8.62125836778432,5.30296887038276,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0
275.570974648432,14.3049476365559,10.3545376611874,13.327217604965,14.5202326751314,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
193.076989526796,9.89143603947014,12.1862062090077,7.06015947274864,7.81258867820725,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1
211.20137860091,13.8946177391335,5.50771072274074,7.85040114074945,5.43701588176191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
324.798736940401,9.82197531266138,11.7902086116374,10.8150288765319,11.7979951109737,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
204.197942302463,5.08241604547948,10.5563589511439,13.3507626387291,6.07846058206633,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1
430.670712086584,13.0298932548612,9.90190209122375,13.8036829396151,13.2116451696493,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
333.088647739783,14.3079111841507,11.3347684708424,9.72392249386758,11.2525678821839,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0
475.775037048706,8.30716626951471,8.62564373761415,12.4217717605643,14.0020693838596,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0
161.841449347641,13.9627025695518,13.4547714982182,7.5933082588017,7.13565360056236,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1
174.81556700342,10.1104662404396,12.2131792944856,12.9486226220615,7.65932693844661,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1
315.143043208845,9.79615496005863,5.11346388608217,13.7240263121203,14.3495977041312,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0
306.195192151521,7.22592519363388,12.3539206967689,7.36603281693533,14.8673530481756,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0
370.825002618885,9.38383087981492,10.8499633497559,12.8990945103578,11.053581435699,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
272.184644029719,7.93714808998629,11.8007097812369,12.7543881186284,10.7490501715802,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0
176.820622964213,10.2106865309179,10.050877595786,10.4446888249367,8.68704717140645,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
207.208136251784,5.45228452188894,13.6024813121185,8.01625202177092,7.70632726605982,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
326.730290813153,9.01504937093705,14.5657117292285,13.9503106568009,8.47280264133587,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0
334.881776704137,14.8676630854607,13.697561302688,11.0386362951249,13.3385270810686,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
220.339410342069,5.13034606119618,10.6862129061483,7.86936900112778,6.23454227112234,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0
275.909243482958,6.72430839156732,7.39815776469186,7.72916568210348,6.7139172530733,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1
308.421445075251,12.3813777207397,9.3416272313334,10.0157058285549,9.56084105651826,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
255.083214161413,6.79521723184735,11.4844441693276,9.41114578396082,8.23256693547592,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
178.693172336207,5.29934585094452,13.4937444957905,7.2652006521821,5.27132827555761,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
351.431554462088,6.97449018480256,14.7993055265397,14.0142912953161,13.7591159669682,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0
243.610475166261,5.52286064252257,11.0074583836831,7.38861806457862,14.1925198631361,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
340.169265732151,7.03056827653199,5.91891026124358,10.2798780635931,7.61553791118786,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
406.323097863343,9.42239422351122,6.74262172076851,13.9721048227511,13.8813892402686,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
357.942638355638,14.9490844202228,7.62259156443179,9.40061242319643,14.9180184374563,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
188.372337699688,8.56613398063928,7.47791399713606,7.0311351493001,9.98782935319468,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0
190.730334119322,12.9400482377969,8.2578360545449,8.48063637735322,8.28606159426272,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0
425.384674921423,9.78081647306681,11.0556065430865,10.5293983197771,14.5886256638914,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1
169.335699646555,12.2685609804466,11.9620844675228,6.64138868451118,9.58319519879296,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258.394501535487,11.4022865518928,8.8222818612121,6.21280521154404,14.9798009335063,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
196.709373921598,12.6232169568539,9.79871846968308,6.72461624257267,10.603750909213,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
296.084532047228,12.0842877821997,8.10447486117482,12.3627872089855,9.07166251912713,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
261.590087062193,12.7642594720237,10.8117656991817,14.1334404796362,6.61131881875917,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315.810989642711,8.58771018218249,9.90380088565871,10.7627035118639,13.1516374857165,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
396.189165403125,13.8874579197727,8.10861992184073,13.7628819094971,11.9539322215132,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0
347.845932619611,14.4396131602116,12.7066420507617,10.5905311717652,14.1356559051201,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
224.845897767926,12.0042391540483,10.670058275573,8.56843767920509,13.9570974861272,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
410.25986543398,7.79691143427044,9.51378958299756,7.13066106196493,14.9349447689019,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1
272.010198842428,13.0006262892857,12.0078058028594,8.88879913371056,12.2884828830138,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
281.791139540097,11.8675575731322,11.4386789198034,7.29346795007586,9.20460808323696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
298.386340124862,11.9247747934423,5.46720976242796,6.71843220246956,10.6632644822821,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1
269.934810702951,6.57815898302943,10.4059266927652,12.9637787281536,10.3987700282596,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0
142.316728188451,12.618039753288,11.3209833251312,8.45369018381462,5.20574159920216,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1
418.107889628439,9.62419420247898,6.13901631673798,10.6172728049569,14.6402685483918,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1
302.2846670655,9.9837964004837,14.8427466559224,6.24714836012572,10.5864397762343,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0
298.790535979015,11.5104055800475,14.7634010878392,12.8172613400966,10.3856797073968,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0
254.631382212081,9.46715557947755,12.2703906800598,8.27020702185109,10.7850153557956,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
257.393228343951,8.10525199165568,5.10615200735629,6.96222944650799,7.98525813501328,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1
300.738067388638,10.0337135698646,9.73766098497435,12.3056783108041,9.24492535181344,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1
170.351154905842,7.53808159148321,12.0664622960612,14.2679134663194,5.58493169955909,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
357.529126656204,10.2506884210743,13.706779491622,12.6213622721843,14.1336444183253,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
188.076769457322,8.17678243853152,11.3147345092148,8.20055244956166,10.1338715618476,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1
349.343560900822,12.4505044822581,12.9306834354065,7.0894097071141,13.7588536320254,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1
339.718057166195,14.4579595001414,6.02949901483953,9.29639850044623,12.6614538906142,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
197.232668164141,9.72079585772008,9.16838355129585,6.22338756453246,9.01016645831987,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
258.148344365342,14.4281001668423,11.0408017784357,10.5152367474511,10.5415687640198,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
278.747266900207,5.87240766268224,9.68241497641429,5.54090869845822,13.473245203495,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0
206.465148828985,14.2215951485559,9.73158568376675,14.1035766527057,5.22915461100638,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
320.823211329185,10.014168433845,10.1303015672602,12.9358077002689,7.09296551300213,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
229.157780452714,7.28020384674892,14.1504846978933,13.9202916924842,7.22728380700573,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0
255.457677459992,6.82514441898093,11.2839684798382,7.41973404539749,6.41316535882652,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
232.959571202718,7.85734161036089,6.16991742281243,9.42163427127525,12.192070716992,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
250.913347627951,11.9641152978875,10.9519436373375,8.96402064245194,14.318107846193,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1
349.157207150983,13.9558257767931,9.34327963273972,10.3565691784024,12.8665897017345,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
320.076267523421,14.0099442820065,9.18623015284538,9.23697155434638,13.8683841424063,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
194.941079138794,12.6829396234825,7.80163538642228,13.2017958024517,9.61175225907937,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
220.353588934985,11.4652054850012,11.6617174283601,14.0433430206031,7.02711040852591,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
274.540764196204,12.8550229151733,6.07361858477816,6.87638599891216,10.3384070331231,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
219.372802812678,7.00208379654214,12.7542416215874,8.43035953817889,6.9567839615047,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
384.004496002081,6.62315888796002,11.081771699246,9.45035367971286,14.1007422166876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
300.727590670821,14.368007495068,9.137216610834,12.7044956455939,5.51628033164889,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0
113.372405488904,9.93087707553059,14.0510423178785,9.01367873186246,5.00828662188724,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
246.435954192083,13.6430246429518,13.0711884307675,10.6068158266135,14.1974673047662,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0
100.502028351951,12.6837560138665,11.9248063093983,8.04102702997625,5.31818576622754,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
238.002631206306,6.67772562475875,11.4521413226612,5.25614597368985,13.951216826681,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
209.530036716834,11.3166494015604,6.20418806793168,5.03775353776291,7.64034789521247,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
142.614259574209,11.3981453026645,14.6303227334283,10.5086597055197,6.42865846864879,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
319.499919260859,12.4125443561934,12.8791104024276,8.20234791375697,11.5738711156882,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1
256.802862140441,7.80425052391365,14.6482564369217,7.4858646816574,13.6043532262556,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
300.827393656541,11.2798956804909,14.8071355256252,8.31071313936263,8.32348609808832,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0
263.328501626967,6.86599560314789,14.5284367934801,9.34924581088126,5.72624853812158,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0
281.433380001521,7.94190516928211,6.40691555570811,9.21554003376514,10.6682298704982,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1
245.086976625622,13.5349223203957,12.4206795962527,14.8750271159224,5.46065982198343,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0
259.978683710638,12.698689410463,13.7170628528111,5.23317643674091,6.3991945120506,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
185.701242854118,11.7356930510141,13.2012883783318,8.23281222954392,6.39461320126429,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
260.805053319551,5.97247092053294,9.90436795866117,9.09186280099675,9.09582953201607,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
212.256640947484,12.9158906615339,10.9751546382904,7.07230205880478,11.9170107669197,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0
262.096594332959,6.73432352952659,6.78252089070156,10.1687127514742,10.1070230919868,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
169.328750459894,8.21161028696224,8.2469216035679,6.35012489976361,6.37927759438753,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
188.35818816748,14.5079354336485,13.7797964154743,11.5742904739454,8.57709149364382,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0
346.995811365682,9.82035013148561,12.8288376121782,14.9611424189061,11.2165033188649,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
328.713566016434,5.37277404451743,11.8749900232069,8.64776464411989,14.3786615342833,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
237.898648770648,9.90064675919712,13.8371502771042,6.51237589074299,14.6372527303174,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1
216.242632665479,6.81861667428166,5.33500924706459,5.46194930328056,9.06935240142047,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0
321.90784430363,5.51006723428145,8.04996389197186,6.85099152149633,12.2339686797932,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
274.554566567023,9.92154369130731,12.7636556467041,10.120734886732,10.0078585534357,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1
235.066933215669,7.37878857180476,14.3998704734258,11.9364217412658,6.6208010003902,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1
250.41596551242,5.87456652196124,5.22331841988489,8.96515538915992,11.0704699181952,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
224.115441424259,12.7120714075863,14.810480910819,10.5953764915466,6.15303824422881,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0
291.086361297705,10.0386064499617,8.74120536493137,7.69336586585268,11.68978538597,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
428.97014957286,14.4346253899857,13.9942674944177,12.1996770869009,13.8102464471012,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0
249.360044613972,10.4778571962379,8.41462633339688,8.65567463450134,12.749742763117,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
307.778168868242,10.9243700117804,9.91105326218531,14.2782797967084,12.6024950365536,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0
307.809539785893,14.2422940651886,9.77911789901555,11.4754847809672,14.8457068949938,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
278.626293644512,12.2302711871453,5.72438288014382,7.09511608583853,12.7606753981672,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0
189.632282514575,13.2939029531553,6.37304943753406,5.53395176306367,5.01811353955418,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
222.70148550293,6.47077014204115,14.5240095350891,12.9442749894224,10.6765690841712,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
327.235381246808,5.04777057096362,6.70634855516255,11.5218536299653,12.258708900772,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0
277.118979211752,9.97100460110232,10.1507205236703,7.12003991939127,13.4943275619298,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0
219.047709079635,11.9396940805018,11.1537356139161,5.64314701827243,11.3690356630832,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0
356.150548891706,10.0819796859287,11.0360065777786,14.2758365138434,7.23236728692427,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
213.542267035153,5.38083976367489,12.4963611247949,9.57874611951411,5.94876723829657,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0
282.403839764126,10.3036277578212,8.2907608221285,9.92440329864621,13.5447553382255,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
231.653786548791,13.6310869106092,8.47748669562861,9.19058189261705,11.0118845314719,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
224.627216176804,5.54178896127269,10.0639386754483,5.11184831848368,11.7055141599849,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0
358.011255564433,5.38819848559797,10.2121445303783,12.8797406842932,13.7649505562149,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0
286.20952036006,14.8555194051005,14.4554759957828,12.7487654495053,10.5112691316754,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
218.381653334592,6.37179266428575,14.9672845681198,8.44711576122791,6.77648377837613,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
118.88914748534,9.87987540196627,12.0195800275542,7.68767709843814,5.40044389897957,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
199.115058082341,9.84068641671911,13.6438611452468,11.5314402035438,11.1715170182288,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
259.660937037306,5.70983424782753,6.18591983336955,14.7087628417648,8.44337851507589,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
350.829687049968,11.5083344117738,7.23897636169568,13.9174998365343,9.64695891365409,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
323.040471318277,9.0260213217698,6.12841145833954,13.5871826903895,5.83208327181637,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
201.564739642743,11.9921142864041,5.57591809658334,5.75553506612778,10.8425960550085,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
262.315542780952,7.03774228924885,9.22953451052308,9.91071345051751,5.53567544091493,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1
271.350203467563,13.4420438995585,12.1616595285013,6.44639247329906,8.35197609616444,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0
